31 56 100 177 316 562 1000 1778 3162 5623 10000 17782 31622 56234 100000 177827 316227 562341 1000000 1778279
3616.1706467110575 3586.5509213296846 3720.3115505465335 3669.672941488618 3960.747795239362 4423.396800248015 4510.001099936021 4691.779911583361 4811.716969851254 4714.734662723685 4499.006194294244 4737.929939592002 4628.966393537811 4526.259969953317 4693.643761881986 4837.530410267631 4316.108061162022 4782.344765553601 4788.691129440311 4628.639263203183
10.0 4.0 10.0 16.0 26.0 38.0 90.0 126.0 165.0 134.0 203.0 333.0 552.0 995.0 1625.0 2881.0 4746.0 8395.0 14705.0 25689.0
