31 56 100 177 316 562 1000 1778 3162 5623 10000 17782 31622 56234 100000 177827 316227 562341 1000000 1778279
3.0 3.0 3.0 4.0 5.0 6.0 10.0 32.0 54.0 75.0 98.0 179.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0
0.0 1.0 1.0 0.0 1.0 1.0 3.0 6.0 10.0 21.0 32.0 38.0 74.0 58.0 113.0 218.0 357.0 615.0 1066.0 2066.0
