31 56 100 177 316 562 1000 1778 3162 5623 10000 17782 31622 56234 100000 177827 316227 562341 1000000 1778279
6.0 6.0 6.0 7.0 7.0 11.0 12.0 24.0 25.0 30.0 31.0 46.0 60.0 52.0 54.0 50.0 48.0 49.0 58.0 48.0
25.0 5.0 8.0 8.0 17.0 29.0 68.0 122.0 170.0 135.0 107.0 209.0 363.0 499.0 891.0 1648.0 2633.0 4113.0 7266.0 12915.0
