31 56 100 177 316 562 1000 1778 3162 5623 10000 17782 31622 56234 100000 177827 316227 562341 1000000 1778279
3554.0472722971795 4006.5618764898213 4432.861871208217 4571.977251010114 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869 4606.083899885869
1.0 0.0 1.0 1.0 0.0 1.0 1.0 3.0 3.0 3.0 3.0 5.0 18.0 19.0 47.0 86.0 59.0 177.0 208.0 265.0
