31 56 100 177 316 562 1000 1778 3162 5623 10000 17782 31622 56234 100000 177827 316227 562341 1000000 1778279
1.0 1.0 2.0 5.0 7.0 9.0 21.0 40.0 70.0 100.0 135.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0
0.0 1.0 0.0 1.0 1.0 1.0 2.0 4.0 5.0 15.0 30.0 50.0 37.0 29.0 28.0 94.0 138.0 223.0 320.0 619.0
